iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"19-May-2015"
Total Net Assets,"$7,567,143,730"
Shares Outstanding,"150,600,000"
Stock,"99.78"
Bond,"0.00"
Cash,"1.42"
Other,"0.00"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"2601","CNE1000009Q7","B2Q5H56","CHINA PACIFIC INSURANCE (GROUP) LT","2.2388","Equity","Financials","China","$169,413,202","31,531,600","5.37","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3968","CNE1000002M1","B1DYPZ5","CHINA MERCHANTS BANK CO. LTD H","2.1654","Equity","Financials","China","$163,858,778","56,080,938","2.92","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"728","CNE1000002V2","6559335","CHINA TELECOM CORP LTD H","1.8842","Equity","Telecommunications","China","$142,582,497","197,728,000","0.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"992","HK0992009065","6218089","LENOVO GROUP LTD","1.7791","Equity","Technology","China","$134,628,684","78,706,000","1.71","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"566","BMG4288J1062","BRJ8XY8","HANERGY THIN FILM POWER GROUP LTD","1.7245","Equity","Consumer Goods","Hong Kong","$130,492,353","137,256,000","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"267","HK0267001375","6196152","CITIC LTD","1.7226","Equity","Industrials","China","$130,350,477","66,919,000","1.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"762","HK0000049939","6263830","CHINA UNICOM (HONG KONG) LTD.","1.6542","Equity","Telecommunications","China","$125,174,381","69,410,000","1.80","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1044","KYG4402L1510","6136233","HENGAN INTERNATIONAL GROUP LTD","1.4622","Equity","Consumer Goods","China","$110,645,833","8,930,000","12.39","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BLKFDS","US0669224778","-","BLK CSH FND TREASURY SL AGENCY","1.4218","Cash","-","United States","$107,590,170","107,590,170","1.00","-","USD","USD","1.00","-"
"1988","CNE100000HF9","B57JY24","CHINA MINSHENG BANKING CORP. LTD.","1.4155","Equity","Financials","China","$107,114,721","74,538,000","1.44","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1088","CNE1000002R0","B09N7M0","CHINA SHENHUA ENERGY CO. LTD.","1.3531","Equity","Basic Materials","China","$102,391,398","41,513,500","2.47","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3328","CNE100000205","B0B8Z29","BANK OF COMMUNICATIONS CO. LTD.","1.3130","Equity","Financials","China","$99,355,953","98,366,200","1.01","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1800","CNE1000002F5","B1JKTQ6","CHINA COMMUNICATIONS CONSTRUCTIONS","1.2907","Equity","Industrials","China","$97,665,893","54,079,000","1.81","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2328","CNE100000593","6706250","PICC PROPERTY AND CASUALTY COMPANY","1.2518","Equity","Financials","China","$94,725,509","39,821,700","2.38","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2333","CNE100000338","6718255","GREAT WALL MOTOR LTD H","1.1586","Equity","Consumer Goods","China","$87,672,968","12,621,000","6.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1109","KYG2108Y1052","6193766","CHINA RESOURCES LAND LTD.","1.0817","Equity","Financials","China","$81,854,359","25,483,333","3.21","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"998","CNE1000001Q4","B1W0JF2","CHINA CITIC BANK CORP LTD H","1.0669","Equity","Financials","China","$80,736,165","92,721,000","0.87","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"836","HK0836012952","6711566","CHINA RESOURCES POWER CO LTD","0.8766","Equity","Utilities","China","$66,329,992","23,214,000","2.86","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1336","CNE100001922","B5730Z1","NEW CHINA LIFE INSURANCE (H)","0.8610","Equity","Financials","China","$65,154,407","9,826,400","6.63","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"390","CNE1000007Z2","B297KM7","CHINA RAILWAY GROUP LTD H","0.8259","Equity","Industrials","China","$62,499,453","46,766,000","1.34","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6030","CNE1000016V2","B6SPB49","CITIC SECURITIES CO. LTD.","0.8119","Equity","Financials","China","$61,441,235","14,389,500","4.27","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"914","CNE1000001W2","6080396","ANHUI CONCH CEMENT LTD H","0.7856","Equity","Industrials","China","$59,449,284","14,607,000","4.07","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"392","HK0392044647","6081690","BEIJING ENTERPRISES HOLDINGS LTD.","0.7650","Equity","Industrials","China","$57,886,171","6,356,000","9.11","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"902","CNE1000006Z4","6099671","HUANENG POWER INTERNATIONAL INC.","0.7622","Equity","Utilities","China","$57,679,040","41,172,000","1.40","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"489","CNE100000312","B0PH5N3","DONGFENG MOTOR GROUP LTD H","0.7571","Equity","Consumer Goods","China","$57,290,294","35,758,000","1.60","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6837","CNE1000019K9","B71SXC4","HAITONG SECURITIES COMPANY LTD CLA","0.7366","Equity","Financials","China","$55,742,693","18,232,800","3.06","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1211","CNE100000296","6536651","BYD LTD H","0.6949","Equity","Consumer Goods","China","$52,580,818","8,318,500","6.32","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6199","CNE100001SC1","BMTSB50","CHINA CNR CORP LTD CLASS H","0.6075","Equity","-","China","$45,970,881","22,469,500","2.05","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1186","CNE100000981","B2PFVH7","CHINA RAILWAY CONSTRUCTION CORP LT","0.5823","Equity","Industrials","China","$44,060,165","23,078,000","1.91","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1766","CNE100000BG0","B2R2ZC9","CSR CORP CORP LTD H","0.5778","Equity","Industrials","China","$43,720,975","22,595,000","1.93","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1816","CNE100001T80","BSBMM04","CGN POWER LTD H","0.5738","Equity","Utilities","China","$43,424,014","75,476,000","0.58","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2883","CNE1000002P4","6560995","CHINA OILFIELD SERVICES LTD H","0.5545","Equity","Oil & Gas","China","$41,960,991","22,128,000","1.90","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2202","CNE100001SR9","BN320P8","CHINA VANKE LTD H","0.5374","Equity","Financials","China","$40,665,437","16,067,200","2.53","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2727","CNE100000437","B07J656","SHANGHAI ELECTRIC GROUP CO LTD (H)","0.4688","Equity","Industrials","China","$35,472,257","34,502,000","1.03","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1339","CNE100001MK7","B8RZJZ1","THE PEOPLES INSURANCE CO (GROUP)","0.4461","Equity","Financials","China","$33,756,250","46,645,000","0.72","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3699","CNE100001T98","BTDYF84","DALIAN WANDA COMMERCIAL PROPERTIES","0.3843","Equity","Financials","China","$29,083,946","3,279,400","8.87","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6818","CNE100001QW3","B5NRRJ0","CHINA EVERBRIGHT BANK LTD H","0.3384","Equity","Financials","China","$25,609,035","40,268,000","0.64","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1359","CNE100001QS1","BGY6SV2","CHINA CHINDA ASSET MANAGEMENT LTD","0.3183","Equity","Financials","China","$24,086,557","38,981,000","0.62","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1898","CNE100000528","B1JNK84","CHINA COAL ENERGY CO. LTD.","0.2652","Equity","Basic Materials","China","$20,066,366","32,611,000","0.62","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1618","CNE100000FF3","B42SRM0","METALLURGICAL CORP. OF CHINA LTD.","0.2438","Equity","Industrials","China","$18,448,942","34,882,000","0.53","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
 
