iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-May-2015"
Total Net Assets,"$7,745,277,078"
Shares Outstanding,"151,000,000"
Stock,"99.54"
Bond,"0.00"
Cash,"0.26"
Other,"0.20"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"SUNPHARMA","INE044A01036","6582483","SUN PHARMACEUTICAL INDUSTRIES LTD","0.2644","Equity","Health Care","India","$20,735,729","1,373,043","15.10","National Stock Exchange Of India","USD","INR","63.47","-"
"WALMEX*","MX01WA000038","BW1YVH8","WALMART DE MEXICO V","0.2595","Equity","Consumer Staples","Mexico","$20,354,014","8,490,000","2.40","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.29","-"
"BLKFDS","US0669224778","-","BLK CSH FND TREASURY SL AGENCY","0.2573","Cash","-","United States","$20,178,760","20,178,760","1.00","-","USD","USD","1.00","-"
"VALE5","BRVALEACNPA3","2257127","CIA VALE DO RIO DOCE PFD SH -A-","0.2559","Equity","Materials","Brazil","$20,069,220","3,017,600","6.65","XBSP","USD","BRL","3.05","-"
"CEMEXCPO","MXP225611567","2406457","CEMEX CPO","0.2527","Equity","Materials","Mexico","$19,823,134","20,289,522","0.98","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.29","-"
"000270","KR7000270009","6490928","KIA MOTORS CORP","0.2520","Equity","Consumer Discretionary","Korea (South)","$19,765,673","419,865","47.08","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"051910","KR7051910008","6346913","LG CHEM LTD","0.2475","Equity","Materials","Korea (South)","$19,413,958","75,223","258.09","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"566","BMG4288J1062","BRJ8XY8","HANERGY THIN FILM POWER GROUP LTD","0.2474","Equity","Information Technology","Hong Kong","$19,407,275","20,440,000","0.95","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"GMEXICOB","MXP370841019","2643674","GRUPO MEXICO B","0.2436","Equity","Materials","Mexico","$19,104,883","6,078,700","3.14","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","15.29","-"
"LKOH","RU0009024277","B59SNS8","LUKOIL HOLDINGS","0.2419","Equity","Energy","Russian Federation","$18,974,516","362,707","52.31","Standard-Classica-Forts","USD","RUB","50.58","-"
"MAYBANK","MYL1155OO000","6556325","MALAYAN BANKING","0.2408","Equity","Financials","Malaysia","$18,887,936","7,371,400","2.56","Bursa Malaysia","USD","MYR","3.61","-"
"VALE3","BRVALEACNOR0","2196286","CIA VALE DO RIO DOCE SH","0.2404","Equity","Materials","Brazil","$18,851,484","2,126,400","8.87","XBSP","USD","BRL","3.05","-"
"992","HK0992009065","6218089","LENOVO GROUP LTD","0.2400","Equity","Information Technology","China","$18,826,247","10,826,000","1.74","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"090430","KR7090430000","B15SK50","AMOREPACIFIC CORP","0.2399","Equity","Consumer Staples","Korea (South)","$18,817,114","5,228","3,599.30","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"CIEL3","BRCIELACNOR3","B614LY3","CIELO S/A","0.2396","Equity","Information Technology","Brazil","$18,795,382","1,369,192","13.73","XBSP","USD","BRL","3.05","-"
"1303","TW0001303006","6621580","NAN YA PLASTICS CORP.","0.2395","Equity","Materials","Taiwan","$18,785,111","7,507,440","2.50","Taiwan Stock Exchange","USD","TWD","30.69","-"
"1288","CNE100000Q43","B60LZR6","AGRICULTURAL BANK OF CHINA LTD H","0.2388","Equity","Financials","China","$18,729,182","34,322,000","0.55","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"SLM","ZAE000070660","B0L6750","SANLAM LIMITED LTD","0.2379","Equity","Financials","South Africa","$18,657,422","2,949,271","6.33","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"ITC","INE154A01025","B0JGGP5","ITC LTD.","0.2354","Equity","Consumer Staples","India","$18,466,947","3,592,352","5.14","National Stock Exchange Of India","USD","INR","63.47","-"
"762","HK0000049939","6263830","CHINA UNICOM (HONG KONG) LTD.","0.2341","Equity","Telecommunication Services","China","$18,363,244","9,644,000","1.90","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"015760","KR7015760002","6495730","KOREA ELECTRIC POWER CORP","0.2331","Equity","Utilities","Korea (South)","$18,283,472","411,464","44.44","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"GMKN","RU0007288411","B5B1TX2","NORILSK NICKEL MINING & METALLURGI","0.2318","Equity","Materials","Russian Federation","$18,183,446","90,671","200.54","Standard-Classica-Forts","USD","RUB","50.58","-"
"2412","TW0002412004","6287841","CHUNGHWA TELECOM CO. LTD.","0.2318","Equity","Telecommunication Services","Taiwan","$18,178,956","5,619,000","3.24","Taiwan Stock Exchange","USD","TWD","30.69","-"
"ASII","ID1000122807","B800MQ5","ASTRA INTERNATIONAL","0.2292","Equity","Consumer Discretionary","Indonesia","$17,978,038","32,243,100","0.56","Indonesia Stock Exchange","USD","IDR","13,047.51","-"
"ITSA4","BRITSAACNPR7","2458771","ITAUSA-INVESTIMENTOS ITAU S/A","0.2275","Equity","Financials","Brazil","$17,845,322","5,662,087","3.15","XBSP","USD","BRL","3.05","-"
"2308","TW0002308004","6260734","DELTA ELECTRONICS INC.","0.2262","Equity","Information Technology","Taiwan","$17,743,720","2,928,000","6.06","Taiwan Stock Exchange","USD","TWD","30.69","-"
"PTT.R","TH0646010R18","6420408","PTT NON-VOTING DR PCL","0.2227","Equity","Energy","Thailand","$17,469,000","1,617,600","10.80","Stock Exchange Of Thailand","USD","THB","32.97","-"
"BAP","BMG2519Y1084","2232878","CREDICORP LTD","0.2182","Equity","Financials","Peru","$17,113,409","110,210","155.28","New York Stock Exchange Inc.","USD","USD","1.00","-"
"3008","TW0003008009","6451668","LARGAN PRECISION LTD","0.2180","Equity","Information Technology","Taiwan","$17,100,316","163,000","104.91","Taiwan Stock Exchange","USD","TWD","30.69","-"
"HINDUNILVR","INE030A01027","6261674","HINDUSTAN UNILEVER LTD","0.2166","Equity","Consumer Staples","India","$16,986,088","1,226,349","13.85","National Stock Exchange Of India","USD","INR","63.47","-"
"2891","TW0002891009","6527666","CTBC FINANCIAL HOLDING CO LTD","0.2163","Equity","Financials","Taiwan","$16,965,649","21,742,241","0.78","Taiwan Stock Exchange","USD","TWD","30.69","-"
"REM","ZAE000026480","6290689","REMGRO LTD","0.2154","Equity","Financials","South Africa","$16,893,590","758,796","22.26","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"TLKM","ID1000129000","BD4T6W7","TELEKOMUNIKASI INDONESIA","0.2138","Equity","Telecommunication Services","Indonesia","$16,769,291","79,562,700","0.21","Indonesia Stock Exchange","USD","IDR","13,047.51","-"
"1301","TW0001301000","6348544","FORMOSA PLASTICS CORP.","0.2120","Equity","Materials","Taiwan","$16,628,246","6,355,800","2.62","Taiwan Stock Exchange","USD","TWD","30.69","-"
"728","CNE1000002V2","6559335","CHINA TELECOM CORP LTD H","0.2110","Equity","Telecommunication Services","China","$16,546,196","22,384,000","0.74","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"APN","ZAE000066692","B09C0Z1","ASPEN PHARMACARE LTD","0.2055","Equity","Health Care","South Africa","$16,121,571","548,628","29.39","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"BBRI","ID1000118201","6709099","BANK RAKYAT INDONESIA (PERSERO) OR","0.2051","Equity","Financials","Indonesia","$16,084,253","17,936,700","0.90","Indonesia Stock Exchange","USD","IDR","13,047.51","-"
"033780","KR7033780008","6175076","KT&G CORP","0.2006","Equity","Consumer Staples","Korea (South)","$15,734,535","176,682","89.06","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"QNBK","QA0006929895","6148197","QATAR NATIONAL BANK","0.1941","Equity","Financials","Qatar","$15,224,324","278,805","54.61","Qatar Exchange","USD","QAR","3.64","-"
"1044","KYG4402L1510","6136233","HENGAN INTERNATIONAL GROUP LTD","0.1917","Equity","Consumer Staples","China","$15,036,960","1,195,500","12.58","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"000810","KR7000810002","6155250","SAMSUNG FIRE & MARINE INSURANCE CO","0.1912","Equity","Financials","Korea (South)","$14,993,776","54,113","277.08","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"2002","TW0002002003","6190950","CHINA STEEL CORP.","0.1886","Equity","Materials","Taiwan","$14,788,439","17,730,529","0.83","Taiwan Stock Exchange","USD","TWD","30.69","-"
"1988","CNE100000HF9","B57JY24","CHINA MINSHENG BANKING CORP. LTD.","0.1859","Equity","Financials","China","$14,578,400","10,217,600","1.43","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2311","TW0002311008","6056074","ADVANCED SEMICONDUCTOR ENGINEERING","0.1825","Equity","Information Technology","Taiwan","$14,311,732","10,075,000","1.42","Taiwan Stock Exchange","USD","TWD","30.69","-"
"PKO","PLPKO0000016","B03NGS5","POWSZECHNA KASA OSZCZEDNOSCI BANK","0.1814","Equity","Financials","Poland","$14,229,327","1,407,053","10.11","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.61","-"
"TATN","RU0009033591","B59BXN2","OAO TATNEFT","0.1802","Equity","Energy","Russian Federation","$14,132,463","2,373,130","5.96","Standard-Classica-Forts","USD","RUB","50.58","-"
"3328","CNE100000205","B0B8Z29","BANK OF COMMUNICATIONS CO. LTD.","0.1799","Equity","Financials","China","$14,108,485","14,148,000","1.00","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1088","CNE1000002R0","B09N7M0","CHINA SHENHUA ENERGY CO. LTD.","0.1792","Equity","Energy","China","$14,054,065","5,463,500","2.57","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"086790","KR7086790003","B0RNRF5","HANA FINANCIAL GROUP INC","0.1757","Equity","Financials","Korea (South)","$13,780,762","460,397","29.93","Korea Exchange (Stock Market)","USD","KRW","1,079.10","-"
"2886","TW0002886009","6444066","MEGA FINANCIAL HOLDING LTD","0.1732","Equity","Financials","Taiwan","$13,580,926","15,409,958","0.88","Taiwan Stock Exchange","USD","TWD","30.69","-"
"CIMB","MYL1023OO000","6075745","CIMB GROUP HOLDINGS","0.1730","Equity","Financials","Malaysia","$13,566,416","8,314,900","1.63","Bursa Malaysia","USD","MYR","3.61","-"
"BVT","ZAE000117321","6100089","BIDVEST GROUP LTD","0.1723","Equity","Industrials","South Africa","$13,514,333","502,634","26.89","Johannesburg Stock Exchange","USD","ZAR","11.98","-"
"UGPA3","BRUGPAACNOR8","B0FHTN1","ULTRAPAR PARTICIPACOES S/A","0.1698","Equity","Energy","Brazil","$13,315,657","581,700","22.89","XBSP","USD","BRL","3.05","-"
"LT","INE018A01030","B0166K8","LARSEN AND TOUBRO LTD","0.1695","Equity","Industrials","India","$13,296,569","513,801","25.88","National Stock Exchange Of India","USD","INR","63.47","-"
"1109","KYG2108Y1052","6193766","CHINA RESOURCES LAND LTD.","0.1681","Equity","Financials","China","$13,182,854","3,777,777","3.49","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"NOVKY","US6698881090","B99CZN7","OAO NOVATEK GDR","0.1676","Equity","-","Russian Federation","$13,141,562","132,076","99.50","Non-Nms Quotation Service (Nnqs)","USD","USD","1.00","-"
"BMRI","ID1000095003","6651048","BANK MANDIRI (PERSERO)","0.1664","Equity","Financials","Indonesia","$13,050,245","15,169,100","0.86","Indonesia Stock Exchange","USD","IDR","13,047.51","-"
"BBSE3","BRBBSEACNOR5","B9N3SQ0","BB SEGURIDADE SA","0.1659","Equity","Financials","Brazil","$13,013,877","1,130,400","11.51","XBSP","USD","BRL","3.05","-"
"1326","TW0001326007","6348715","FORMOSA CHEMICALS & FIBRE CORP.","0.1630","Equity","Materials","Taiwan","$12,788,284","4,962,210","2.58","Taiwan Stock Exchange","USD","TWD","30.69","-"
"2328","CNE100000593","6706250","PICC PROPERTY AND CASUALTY COMPANY","0.1609","Equity","Financials","China","$12,616,485","5,679,360","2.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"FALABELLA","CLP3880F1085","2771672","S.A.C.I. FALABELLA","0.1594","Equity","Consumer Discretionary","Chile","$12,505,850","1,586,003","7.89","Santiago Stock Exchange","USD","CLP","610.30","-"
"SIME","MYL4197OO009","B29TTR1","SIME DARBY BHD","0.1584","Equity","Industrials","Malaysia","$12,424,674","4,918,100","2.53","Bursa Malaysia","USD","MYR","3.61","-"
"1800","CNE1000002F5","B1JKTQ6","CHINA COMMUNICATIONS CONSTRUCTIONS","0.1580","Equity","Industrials","China","$12,391,710","7,255,000","1.71","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BBAS3","BRBBASACNOR3","2328595","BANCO DO BRASIL S/A","0.1567","Equity","Financials","Brazil","$12,287,609","1,380,400","8.90","XBSP","USD","BRL","3.05","-"
"SCB.R","TH0015010R16","6363172","SIAM COMMERCIAL BANK NON-VOTING DR","0.1566","Equity","Financials","Thailand","$12,282,045","2,546,400","4.82","Stock Exchange Of Thailand","USD","THB","32.97","-"
"ADVANC.R","TH0268010R11","6412609","ADVANCED INFO SERVICE NON-VOTING D","0.1561","Equity","Telecommunication Services","Thailand","$12,242,803","1,681,600","7.28","Stock Exchange Of Thailand","USD","THB","32.97","-"
"BVMF3","BRBVMFACNOR3","B2RHNV9","BMF BOVESPA BOLSA DE VALORES MERCA","0.1554","Equity","Financials","Brazil","$12,189,632","2,911,300","4.19","XBSP","USD","BRL","3.05","-"
"PZU","PLPZU0000011","B63DG21","POWSZECHNY ZAKLAD UBEZPIECZEN S.A.","0.1549","Equity","Financials","Poland","$12,151,474","93,238","130.33","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.61","-"
"2474","TW0002474004","6186669","CATCHER TECHNOLOGY CO. LTD.","0.1544","Equity","Information Technology","Taiwan","$12,110,546","1,053,000","11.50","Taiwan Stock Exchange","USD","TWD","30.69","-"
"EMAAR","AEE000301011","B01RM25","EMAAR PROPERTIES PJSC","0.1534","Equity","Financials","United Arab Emirates","$12,030,720","5,694,515","2.11","Dubai Financial Market","USD","AED","3.67","-"
"BBDC3","BRBBDCACNOR1","B00FM86","BANCO BRADESCO","0.1534","Equity","Financials","Brazil","$12,029,963","1,213,452","9.91","XBSP","USD","BRL","3.05","-"
"KBANK.F","TH0016010017","6888794","KASIKORNBANK PCL F","0.1533","Equity","Financials","Thailand","$12,021,568","1,887,100","6.37","Stock Exchange Of Thailand","USD","THB","32.97","-"
"2333","CNE100000338","6718255","GREAT WALL MOTOR LTD H","0.1523","Equity","Consumer Discretionary","China","$11,946,005","1,662,500","7.19","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"GARAN","TRAGARAN91N1","B03MYP5","TURKIYE GARANTI BANKASI A","0.1512","Equity","Financials","Turkey","$11,859,161","3,790,736","3.13","Istanbul Stock Exchange","USD","TRY","2.71","-"
"2319","KYG210961051","B01B1L9","CHINA MENGNIU DAIRY CO LTD","0.1512","Equity","Consumer Staples","China","$11,856,785","2,261,000","5.24","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1216","TW0001216000","6700393","UNI-PRESIDENT ENTERPRISES CORP.","0.1502","Equity","Consumer Staples","Taiwan","$11,782,998","7,189,971","1.64","Taiwan Stock Exchange","USD","TWD","30.69","-"
"998","CNE1000001Q4","B1W0JF2","CHINA CITIC BANK CORP LTD H","0.1495","Equity","Financials","China","$11,729,240","13,312,000","0.88","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2357","TW0002357001","6051046","ASUSTEK COMPUTER INC","0.1481","Equity","Information Technology","Taiwan","$11,618,024","1,104,000","10.52","Taiwan Stock Exchange","USD","TWD","30.69","-"
