iShares China Large-Cap ETF
Inception Date,"Oct 5, 2004"
Fund Holdings as of,"13-May-2015"
Total Net Assets,"$7,335,722,477"
Shares Outstanding,"148,500,000"
Stock,"99.84"
Bond,"0.00"
Cash,"0.02"
Other,"0.15"
 
Ticker,ISIN,SEDOL,Name,Weight (%),Asset Class,Sector,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"836","HK0836012952","6711566","CHINA RESOURCES POWER CO LTD","0.8882","Equity","Utilities","China","$65,156,552","22,906,000","2.84","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1336","CNE100001922","B5730Z1","NEW CHINA LIFE INSURANCE (H)","0.8555","Equity","Financials","China","$62,755,909","9,690,600","6.48","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6030","CNE1000016V2","B6SPB49","CITIC SECURITIES CO. LTD.","0.8162","Equity","Financials","China","$59,873,893","14,193,500","4.22","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"390","CNE1000007Z2","B297KM7","CHINA RAILWAY GROUP LTD H","0.8103","Equity","Industrials","China","$59,439,324","46,122,000","1.29","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"914","CNE1000001W2","6080396","ANHUI CONCH CEMENT LTD H","0.7852","Equity","Industrials","China","$57,602,993","14,404,000","4.00","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"392","HK0392044647","6081690","BEIJING ENTERPRISES HOLDINGS LTD.","0.7831","Equity","Industrials","China","$57,446,641","6,272,000","9.16","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"489","CNE100000312","B0PH5N3","DONGFENG MOTOR GROUP LTD H","0.7830","Equity","Consumer Goods","China","$57,439,783","35,282,000","1.63","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6837","CNE1000019K9","B71SXC4","HAITONG SECURITIES COMPANY LTD CLA","0.7541","Equity","Financials","China","$55,321,970","17,980,800","3.08","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"902","CNE1000006Z4","6099671","HUANENG POWER INTERNATIONAL INC.","0.7413","Equity","Utilities","China","$54,381,599","40,612,000","1.34","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1211","CNE100000296","6536651","BYD LTD H","0.6812","Equity","Consumer Goods","China","$49,968,949","8,206,500","6.09","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6199","CNE100001SC1","BMTSB50","CHINA CNR CORP LTD CLASS H","0.6267","Equity","-","China","$45,972,364","22,469,500","2.05","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1766","CNE100000BG0","B2R2ZC9","CSR CORP CORP LTD H","0.5960","Equity","Industrials","China","$43,722,385","22,595,000","1.94","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2883","CNE1000002P4","6560995","CHINA OILFIELD SERVICES LTD H","0.5725","Equity","Oil & Gas","China","$41,997,536","21,820,000","1.92","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1186","CNE100000981","B2PFVH7","CHINA RAILWAY CONSTRUCTION CORP LT","0.5620","Equity","Industrials","China","$41,228,435","22,763,000","1.81","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1816","CNE100001T80","BSBMM04","CGN POWER LTD H","0.5549","Equity","Utilities","China","$40,709,032","74,426,000","0.55","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2202","CNE100001SR9","BN320P8","CHINA VANKE LTD H","0.5461","Equity","Financials","China","$40,058,918","15,843,200","2.53","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2727","CNE100000437","B07J656","SHANGHAI ELECTRIC GROUP CO LTD (H)","0.4566","Equity","Industrials","China","$33,491,583","34,026,000","0.98","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1339","CNE100001MK7","B8RZJZ1","THE PEOPLES INSURANCE CO (GROUP)","0.4441","Equity","Financials","China","$32,579,158","46,001,000","0.71","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"3699","CNE100001T98","BTDYF84","DALIAN WANDA COMMERCIAL PROPERTIES","0.3811","Equity","Financials","China","$27,957,326","3,234,600","8.64","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"6818","CNE100001QW3","B5NRRJ0","CHINA EVERBRIGHT BANK LTD H","0.3415","Equity","Financials","China","$25,048,811","39,708,000","0.63","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1359","CNE100001QS1","BGY6SV2","CHINA CHINDA ASSET MANAGEMENT LTD","0.3171","Equity","Financials","China","$23,262,594","38,449,000","0.61","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1898","CNE100000528","B1JNK84","CHINA COAL ENERGY CO. LTD.","0.2670","Equity","Basic Materials","China","$19,583,882","32,163,000","0.61","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1618","CNE100000FF3","B42SRM0","METALLURGICAL CORP. OF CHINA LTD.","0.2414","Equity","Industrials","China","$17,709,542","34,406,000","0.51","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BLKFDS","US0669224778","-","BLK CSH FND TREASURY SL AGENCY","0.0161","Cash","-","United States","$1,180,951","1,180,951","1.00","-","USD","USD","1.00","-"
 
