iShares Europe ETF
Inception Date,"Jul 25, 2000"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$2,923,457,080"
Shares Outstanding,"65,100,000"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"ACS","ACTIVIDADES DE CONSTRUCCION Y SERV","ES0167050915","B01FLQ6","0.0810","Industrials","Equity","Spain","$2,375,559","69,622","34.12","Bolsa De Madrid","USD","EUR","0.92","2,375,559.03"
"ELUX B","ELECTROLUX B","SE0000103814","B1KKBX6","0.0808","Consumer Discretionary","Equity","Sweden","$2,370,624","81,630","29.04","Nasdaq Omx Nordic","USD","SEK","8.74","2,370,623.63"
"TRN","TERNA RETE ELETTRICA NAZIONALE","IT0003242622","B01BN57","0.0807","Utilities","Equity","Italy","$2,367,933","511,049","4.63","Borsa Italiana S.P.A.","USD","EUR","0.92","2,367,933.07"
"QIA","QIAGEN NV","NL0000240000","5732825","0.0807","Health Care","Equity","Germany","$2,367,457","83,892","28.22","Deutsche Boerse Ag","USD","EUR","0.92","2,367,457.45"
"ABE","ABERTIS INFRAESTRUCTURAS SA","ES0111845014","4065663","0.0806","Industrials","Equity","Spain","$2,363,074","142,506","16.58","Bolsa De Madrid","USD","EUR","0.92","2,363,074.25"
"PFG","PROVIDENT FINANCIAL PLC","GB00B1Z4ST84","B1Z4ST8","0.0797","Financials","Equity","United Kingdom","$2,338,308","50,395","46.40","London Stock Exchange","USD","GBP","0.64","2,338,308.40"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","IT0000062957","4574813","0.0797","Financials","Equity","Italy","$2,337,002","216,363","10.80","Borsa Italiana S.P.A.","USD","EUR","0.92","2,337,001.89"
"SEV","SUEZ ENVIRONNEMENT SA","FR0010613471","B3B8D04","0.0795","Utilities","Equity","France","$2,331,560","121,773","19.15","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,331,559.99"
"MRW","MORRISON WM SUPERMARKETS PLC","GB0006043169","0604316","0.0790","Consumer Staples","Equity","United Kingdom","$2,316,902","807,247","2.87","London Stock Exchange","USD","GBP","0.64","2,316,901.65"
"EN","BOUYGUES SA","FR0000120503","4002121","0.0789","Industrials","Equity","France","$2,313,206","62,445","37.04","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,313,206.24"
"GFS","G4S PLC","GB00B01FLG62","B01FLG6","0.0783","Industrials","Equity","United Kingdom","$2,297,506","536,284","4.28","London Stock Exchange","USD","GBP","0.64","2,297,505.81"
"HO","THALES SA","FR0000121329","4162791","0.0779","Industrials","Equity","France","$2,285,638","33,520","68.19","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,285,637.88"
"GBLB","GROUPE BRUXELLES LAMBERT SA","BE0003797140","7097328","0.0775","Financials","Equity","Belgium","$2,273,235","27,767","81.87","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","2,273,234.61"
"DSV","DSV A/S","DK0060079531","B1WT5G2","0.0757","Industrials","Equity","Denmark","$2,219,785","60,993","36.39","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","2,219,784.56"
"TEC","TECHNIP SA","FR0000131708","4874160","0.0755","Energy","Equity","France","$2,215,826","40,451","54.78","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,215,825.95"
"ALO","ALSTOM SA","FR0010220475","B0DJ8Q5","0.0748","Industrials","Equity","France","$2,193,395","75,345","29.11","Nyse Euronext - Euronext Paris","USD","EUR","0.92","2,193,394.93"
"BALN","BALOISE-HOLDING AG","CH0012410517","7124594","0.0748","Financials","Equity","Switzerland","$2,193,248","17,212","127.43","Six Swiss Exchange Ag","USD","CHF","0.98","2,193,247.98"
"ORK","ORKLA ASA","NO0003733800","B1VQF42","0.0746","Consumer Staples","Equity","Norway","$2,186,572","270,817","8.07","Oslo Bors Asa","USD","NOK","8.26","2,186,572.48"
"SWMA","SWEDISH MATCH AB","SE0000310336","5048566","0.0731","Consumer Staples","Equity","Sweden","$2,144,111","69,631","30.79","Nasdaq Omx Nordic","USD","SEK","8.74","2,144,110.97"
"TDC","TDC A/S","DK0060228559","5698790","0.0723","Telecommunications","Equity","Denmark","$2,121,639","281,240","7.54","Omx Nordic Exchange Copenhagen A/S","USD","DKK","6.87","2,121,638.68"
"REX","REXAM PLC","GB00BMHTPY25","BMHTPY2","0.0717","Materials","Equity","United Kingdom","$2,102,170","242,692","8.66","London Stock Exchange","USD","GBP","0.64","2,102,170.19"
"TEN","TENARIS SA","LU0156801721","7538515","0.0702","Energy","Equity","Italy","$2,059,132","166,661","12.36","Borsa Italiana S.P.A.","USD","EUR","0.92","2,059,131.74"
"BP","BANCO POPOLARE","IT0005002883","BKJ9QS7","0.0699","Financials","Equity","Italy","$2,049,688","118,856","17.25","Borsa Italiana S.P.A.","USD","EUR","0.92","2,049,687.82"
"CLN","CLARIANT AG","CH0012142631","7113990","0.0694","Materials","Equity","Switzerland","$2,036,668","98,449","20.69","Six Swiss Exchange Ag","USD","CHF","0.98","2,036,668.39"
"BKIA","BANKIA SA","ES0113307021","B9FLK44","0.0686","Financials","Equity","Spain","$2,013,562","1,575,680","1.28","Bolsa De Madrid","USD","EUR","0.92","2,013,562.10"
"ENG","ENAGAS SA","ES0130960018","7383072","0.0682","Utilities","Equity","Spain","$2,001,507","71,171","28.12","Bolsa De Madrid","USD","EUR","0.92","2,001,506.59"
"FNC","FINMECCANICA","IT0003856405","B0DJNG0","0.0679","Industrials","Equity","Italy","$1,990,893","135,313","14.71","Borsa Italiana S.P.A.","USD","EUR","0.92","1,990,892.78"
"AKE","ARKEMA","FR0010313833","B0Z5YZ2","0.0678","Materials","Equity","France","$1,987,774","24,990","79.54","Nyse Euronext - Euronext Paris","USD","EUR","0.92","1,987,774.07"
"SDR","SCHRODERS PLC","GB0002405495","0240549","0.0673","Financials","Equity","United Kingdom","$1,973,565","39,406","50.08","London Stock Exchange","USD","GBP","0.64","1,973,565.30"
"RRS","RANDGOLD RESOURCES LTD","GB00B01C3S32","B01C3S3","0.0671","Materials","Equity","United Kingdom","$1,968,550","32,907","59.82","London Stock Exchange","USD","GBP","0.64","1,968,550.41"
"ALFA","ALFA LAVAL AB","SE0000695876","7332687","0.0666","Industrials","Equity","Sweden","$1,953,876","107,690","18.14","Nasdaq Omx Nordic","USD","SEK","8.74","1,953,875.96"
"WMH","WILLIAM HILL PLC","GB0031698896","3169889","0.0656","Consumer Discretionary","Equity","United Kingdom","$1,924,640","304,266","6.33","London Stock Exchange","USD","GBP","0.64","1,924,639.79"
"STERV","STORA ENSO OYJ","FI0009005961","5072673","0.0656","Materials","Equity","Finland","$1,923,220","201,464","9.55","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","1,923,219.72"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","IT0005092165","BWX4DD6","0.0650","Financials","Equity","Italy","$1,907,948","979,803","1.95","Borsa Italiana S.P.A.","USD","EUR","0.92","1,907,947.65"
"ADN","ABERDEEN ASSET MANAGEMENT PLC","GB0000031285","0003128","0.0649","Financials","Equity","United Kingdom","$1,903,691","340,242","5.60","London Stock Exchange","USD","GBP","0.64","1,903,691.25"
"SBRY","J SAINSBURY PLC","GB00B019KW72","B019KW7","0.0636","Consumer Staples","Equity","United Kingdom","$1,865,700","451,615","4.13","London Stock Exchange","USD","GBP","0.64","1,865,699.65"
"LXS","LANXESS AG","DE0005470405","B05M8B7","0.0632","Materials","Equity","Germany","$1,853,371","31,509","58.82","Xetra","USD","EUR","0.92","1,853,370.87"
"PC","PIRELLI & C","IT0004623051","4689803","0.0629","Consumer Discretionary","Equity","Italy","$1,845,088","111,123","16.60","Borsa Italiana S.P.A.","USD","EUR","0.92","1,845,087.63"
"SGRO","SEGRO REIT PLC","GB00B5ZN1N88","B5ZN1N8","0.0622","Financials","Equity","United Kingdom","$1,824,546","255,867","7.13","London Stock Exchange","USD","GBP","0.64","1,824,546.20"
"NHY","NORSK HYDRO ASA","NO0005052605","B11HK39","0.0622","Materials","Equity","Norway","$1,823,163","472,142","3.86","Oslo Bors Asa","USD","NOK","8.26","1,823,162.75"
"PROX","PROXIMUS NV","BE0003810273","B00D9P6","0.0621","Telecommunications","Equity","Belgium","$1,822,542","47,777","38.15","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","1,822,541.97"
"BOL","BOLIDEN","SE0000869646","B1XCBX9","0.0609","Materials","Equity","Sweden","$1,785,909","95,539","18.69","Nasdaq Omx Nordic","USD","SEK","8.74","1,785,908.57"
"OSR","OSRAM LICHT N AG","DE000LED4000","B923935","0.0600","Industrials","Equity","Germany","$1,761,137","29,952","58.80","Xetra","USD","EUR","0.92","1,761,136.61"
"EDEN","EDENRED","FR0010908533","B62G1B5","0.0599","Industrials","Equity","France","$1,757,518","70,168","25.05","Nyse Euronext - Euronext Paris","USD","EUR","0.92","1,757,517.72"
"WEIR","WEIR GROUP PLC","GB0009465807","0946580","0.0595","Industrials","Equity","United Kingdom","$1,746,043","73,265","23.83","London Stock Exchange","USD","GBP","0.64","1,746,043.35"
"AMFW","AMEC FOSTER WHEELER PLC","GB0000282623","0028262","0.0586","Energy","Equity","United Kingdom","$1,719,871","135,880","12.66","London Stock Exchange","USD","GBP","0.64","1,719,870.80"
"EMG","MAN GROUP PLC","GB00B83VD954","B83VD95","0.0571","Financials","Equity","United Kingdom","$1,675,290","616,555","2.72","London Stock Exchange","USD","GBP","0.64","1,675,290.11"
"MEO","METRO AG","DE0007257503","5041413","0.0568","Consumer Staples","Equity","Germany","$1,665,325","51,583","32.28","Xetra","USD","EUR","0.92","1,665,324.74"
"UMI","UMICORE NV","BE0003884047","4005001","0.0568","Materials","Equity","Belgium","$1,664,975","38,619","43.11","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","1,664,974.72"
"AGK","AGGREKO PLC","GB00BK1PTB77","BK1PTB7","0.0558","Industrials","Equity","United Kingdom","$1,636,303","88,327","18.53","London Stock Exchange","USD","GBP","0.64","1,636,302.63"
"COB","COBHAM PLC","GB00B07KD360","B07KD36","0.0550","Industrials","Equity","United Kingdom","$1,612,548","393,608","4.10","London Stock Exchange","USD","GBP","0.64","1,612,548.01"
"VOE","VOESTALPINE AG","AT0000937503","4943402","0.0538","Materials","Equity","Austria","$1,579,263","37,457","42.16","Wiener Boerse Ag","USD","EUR","0.92","1,579,262.78"
"MIC SDB","MILLICOM INTERNATIONAL CELLULAR SD","SE0001174970","B00L2M8","0.0534","Telecommunications","Equity","Sweden","$1,565,225","21,756","71.94","Nasdaq Omx Nordic","USD","SEK","8.74","1,565,224.65"
"IMI","IMI PLC","GB00BGLP8L22","BGLP8L2","0.0533","Industrials","Equity","United Kingdom","$1,564,048","93,571","16.72","London Stock Exchange","USD","GBP","0.64","1,564,048.34"
"CO","CASINO GUICHARD PERRACHON SA","FR0000125585","4178419","0.0508","Consumer Staples","Equity","France","$1,489,756","19,783","75.30","Nyse Euronext - Euronext Paris","USD","EUR","0.92","1,489,755.75"
"RTO","RENTOKIL INITIAL PLC","GB00B082RF11","B082RF1","0.0499","Industrials","Equity","United Kingdom","$1,463,985","625,771","2.34","London Stock Exchange","USD","GBP","0.64","1,463,984.56"
"TATE","TATE AND LYLE PLC","GB0008754136","0875413","0.0474","Consumer Staples","Equity","United Kingdom","$1,388,908","161,952","8.58","London Stock Exchange","USD","GBP","0.64","1,388,907.88"
"SECU B","SECURITAS B","SE0000163594","5554041","0.0471","Industrials","Equity","Sweden","$1,380,688","104,429","13.22","Nasdaq Omx Nordic","USD","SEK","8.74","1,380,687.68"
"TNTE","TNT EXPRESS NV NV","NL0009739424","B3Y0JD2","0.0458","Industrials","Equity","Netherlands","$1,344,738","162,616","8.27","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","1,344,737.81"
"MS","MEDIASET","IT0001063210","5077946","0.0452","Consumer Discretionary","Equity","Italy","$1,327,159","250,478","5.30","Borsa Italiana S.P.A.","USD","EUR","0.92","1,327,159.04"
"DIA","DISTRIBUIDORA INTERNACIONAL DE ALI","ES0126775032","B55ZR92","0.0442","Consumer Staples","Equity","Spain","$1,295,051","206,835","6.26","Bolsa De Madrid","USD","EUR","0.92","1,295,051.29"
"GALP","GALP ENERGIA SGPS S/A","PTGAL0AM0009","B1FW751","0.0438","Energy","Equity","Portugal","$1,284,082","113,788","11.28","Nyse Euronext - Euronext Lisbon","USD","EUR","0.92","1,284,081.68"
"OMV","OMV AG","AT0000743059","4651459","0.0437","Energy","Equity","Austria","$1,282,023","49,592","25.85","Wiener Boerse Ag","USD","EUR","0.92","1,282,022.80"
"UBM","UBM PLC","JE00B2R84W06","B2R84W0","0.0431","Consumer Discretionary","Equity","United Kingdom","$1,264,070","152,244","8.30","London Stock Exchange","USD","GBP","0.64","1,264,070.36"
"MAN","MAN SE","DE0005937007","5563520","0.0426","Industrials","Equity","Germany","$1,249,411","12,117","103.11","Xetra","USD","EUR","0.92","1,249,410.75"
"MEO1V","METSO","FI0009007835","5713422","0.0422","Industrials","Equity","Finland","$1,236,969","45,588","27.13","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","1,236,968.86"
"HAS","HAYS PLC","GB0004161021","0416102","0.0421","Industrials","Equity","United Kingdom","$1,235,933","464,463","2.66","London Stock Exchange","USD","GBP","0.64","1,235,933.02"
"DMGT","DAILY MAIL AND GENERAL TRUST NON V","GB0009457366","0945736","0.0420","Consumer Discretionary","Equity","United Kingdom","$1,232,819","98,126","12.56","London Stock Exchange","USD","GBP","0.64","1,232,819.25"
"MMB","LAGARDERE","FR0000130213","4547213","0.0419","Consumer Discretionary","Equity","France","$1,229,591","41,147","29.88","Nyse Euronext - Euronext Paris","USD","EUR","0.92","1,229,590.66"
"ANTO","ANTOFAGASTA PLC","GB0000456144","0045614","0.0417","Materials","Equity","United Kingdom","$1,222,514","132,540","9.22","London Stock Exchange","USD","GBP","0.64","1,222,514.10"
"STM","STMICROELECTRONICS NV","NL0000226223","5962343","0.0411","Information Technology","Equity","France","$1,205,094","155,649","7.74","Borsa Italiana S.P.A.","USD","EUR","0.92","1,205,093.90"
"TLW","TULLOW OIL PLC","GB0001500809","0150080","0.0408","Energy","Equity","United Kingdom","$1,198,080","315,518","3.80","London Stock Exchange","USD","GBP","0.64","1,198,079.62"
"PFC","PETROFAC LTD","GB00B0H2K534","B0H2K53","0.0397","Energy","Equity","United Kingdom","$1,164,699","87,079","13.38","London Stock Exchange","USD","GBP","0.64","1,164,698.95"
"LHA","DEUTSCHE LUFTHANSA AG","DE0008232125","5287488","0.0380","Industrials","Equity","Germany","$1,113,235","84,877","13.12","Xetra","USD","EUR","0.92","1,113,235.32"
"COLR","COLRUYT SA","BE0974256852","5806225","0.0379","Consumer Staples","Equity","Belgium","$1,111,504","22,570","49.25","Nyse Euronext - Euronext Brussels","USD","EUR","0.92","1,111,504.29"
"GAM","GAM HOLDING AG","CH0102659627","B1WHVV3","0.0362","Financials","Equity","Switzerland","$1,061,223","51,705","20.52","Swiss Exchange","USD","CHF","0.98","1,061,223.07"
"TEL2 B","TELE2 B","SE0005190238","B97C733","0.0362","Telecommunications","Equity","Sweden","$1,060,295","102,293","10.37","Nasdaq Omx Nordic","USD","SEK","8.74","1,060,295.01"
"SDRL","SEADRILL LTD","BMG7945E1057","B09RMQ1","0.0361","Energy","Equity","Norway","$1,059,065","128,757","8.23","Oslo Bors Asa","USD","NOK","8.26","1,059,064.55"
"NRE1V","NOKIAN RENKAAT OYJ","FI0009005318","B07G378","0.0359","Consumer Discretionary","Equity","Finland","$1,051,725","33,548","31.35","Nasdaq Omx Helsinki Ltd.","USD","EUR","0.92","1,051,724.85"
"SUBC","SUBSEA SA","LU0075646355","5258246","0.0263","Energy","Equity","Norway","$772,715","91,585","8.44","Oslo Bors Asa","USD","NOK","8.26","772,714.83"
"SPM","SAIPEM","IT0000068525","4768768","0.0257","Energy","Equity","Italy","$752,934","89,233","8.44","Borsa Italiana S.P.A.","USD","EUR","0.92","752,933.53"
"FGP","FIRSTGROUP PLC","GB0003452173","0345217","0.0254","Industrials","Equity","United Kingdom","$744,733","415,299","1.79","London Stock Exchange","USD","GBP","0.64","744,732.56"
"ANA","ACCIONA SA","ES0125220311","5579107","0.0250","Utilities","Equity","Spain","$731,842","9,095","80.47","Bolsa De Madrid","USD","EUR","0.92","731,842.20"
"DRX","DRAX GROUP PLC","GB00B1VNSX38","B1VNSX3","0.0236","Utilities","Equity","United Kingdom","$691,513","141,018","4.90","London Stock Exchange","USD","GBP","0.64","691,512.70"
"PNL","POSTNL N.V.","NL0009739416","5481558","0.0234","Industrials","Equity","Netherlands","$686,414","152,949","4.49","Nyse Euronext - Euronext Amsterdam","USD","EUR","0.92","686,414.39"
"VK","VALLOUREC SA","FR0000120354","B197DR6","0.0207","Industrials","Equity","France","$608,124","41,562","14.63","Nyse Euronext - Euronext Paris","USD","EUR","0.92","608,124.47"
"LAD","LADBROKES PLC","GB00B0ZSH635","B0ZSH63","0.0195","Consumer Discretionary","Equity","United Kingdom","$570,798","328,011","1.74","London Stock Exchange","USD","GBP","0.64","570,798.35"
"STM","STMICROELECTRONICS NV","NL0000226223","5962332","0.0192","Information Technology","Equity","France","$563,915","72,886","7.74","Nyse Euronext - Euronext Paris","USD","EUR","0.92","563,915.19"
"HOLM B","HOLMEN B","SE0000109290","5036066","0.0174","Materials","Equity","Sweden","$508,771","17,519","29.04","Nasdaq Omx Nordic","USD","SEK","8.74","508,770.74"
"SSAB A","SSAB A","SE0000171100","B17H0S8","0.0132","Materials","Equity","Sweden","$385,770","79,072","4.88","Nasdaq Omx Nordic","USD","SEK","8.74","385,770.06"
"EUR","EUR CASH","-","-","0.0114","Cash and/or Derivatives","Cash","European Union","$333,271","306,696","108.66","-","USD","EUR","0.92","333,271.15"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","US0669224778","-","0.0036","Cash and/or Derivatives","Money Market","United States","$104,980","104,980","1.00","-","USD","USD","1.00","104,979.72"
"SEK","SEK CASH","-","-","0.0010","Cash and/or Derivatives","Cash","Sweden","$28,416","248,238","11.45","-","USD","SEK","8.74","28,415.88"
"NOK","NOK CASH","-","-","0.0002","Cash and/or Derivatives","Cash","Norway","$7,298","60,293","12.10","-","USD","NOK","8.26","7,298.44"
"CHF","CHF CASH","-","-","0.0000","Cash and/or Derivatives","Cash","Switzerland","$1,324","1,300","101.86","-","USD","CHF","0.98","1,324.30"
"DKK","DKK CASH","-","-","0.0000","Cash and/or Derivatives","Cash","Denmark","$117","802","14.56","-","USD","DKK","6.87","116.79"
"CKL1","IRISH BANK RESOLUTION CORPORATION","IE00B06H8J93","B076LH4","0.0000","Financials","Equity","Ireland","$2","211,770","0.00","Irish Stock Exchange - All Market","USD","EUR","0.92","2.30"
 
